time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-04T10:42:49.220Z,34.0764999,-116.7193298,7.74,1.12,ml,41,70,0.07034,0.18,ci,ci38931391,2019-11-04T10:46:31.017Z,"13km WNW of Morongo Valley, CA",earthquake,0.3,0.74,0.282,8,automatic,ci,ci
2019-11-04T10:41:39.130Z,46.4658333333333,-119.724833333333,13.98,1.18,ml,16,124,,0.07,uw,uw61558622,2019-11-04T15:06:31.780Z,"26km NE of Sunnyside, Washington",earthquake,0.38,0.57,0.153899823730966,12,reviewed,uw,uw
2019-11-04T10:41:23.860Z,36.2143333,-117.8993333,0.46,1.72,ml,22,63,0.103,0.2,ci,ci38931383,2019-11-04T14:29:17.290Z,"12km SE of Olancha, CA",earthquake,0.33,0.68,0.163,25,reviewed,ci,ci
2019-11-04T10:39:28.590Z,33.6996667,-117.3948333,12.18,0.58,ml,12,71,0.04449,0.12,ci,ci38931375,2019-11-04T10:43:04.443Z,"7km WNW of Lake Elsinore, CA",earthquake,0.41,0.49,0.195,11,automatic,ci,ci
2019-11-04T10:38:11.200Z,33.4898333,-116.8053333,6.21,0.31,ml,20,66,0.02286,0.17,ci,ci38931367,2019-11-04T14:30:23.296Z,"8km NE of Aguanga, CA",earthquake,0.3,1.21,0.193,10,reviewed,ci,ci
2019-11-04T10:38:09.190Z,37.5735016,-118.8828354,3.8,1.15,md,13,220,0.04576,0.01,nc,nc73300595,2019-11-04T12:59:03.229Z,"11km SE of Mammoth Lakes, CA",earthquake,0.73,0.7,0.14,12,automatic,nc,nc
2019-11-04T10:33:59.550Z,46.8251667,-111.5688333,8.82,1.06,md,8,232,0.213,0.07,mb,mb80370699,2019-11-04T16:00:31.990Z,"32km ENE of Helena Valley Northeast, Montana",earthquake,1.06,0.91,0.189,6,reviewed,mb,mb
2019-11-04T10:31:22.930Z,35.8618333,-117.6903333,5.58,1.49,ml,28,47,0.08059,0.19,ci,ci38931359,2019-11-04T10:35:11.944Z,"21km ESE of Little Lake, CA",earthquake,0.25,0.83,0.178,22,automatic,ci,ci
2019-11-04T10:30:13.107Z,55.0912,111.6546,10,4.9,mb,,90,7.657,0.82,us,us700062ur,2019-11-04T12:26:13.040Z,"118km S of Novyy Uoyan, Russia",earthquake,8.8,1.9,0.031,328,reviewed,us,us
2019-11-04T10:20:28.730Z,36.696,-116.1638,1.6,0.8,ml,19,68.49,0.012,0.1752,nn,nn00709476,2019-11-04T18:14:58.366Z,"56km NNW of Pahrump, Nevada",earthquake,,2.1,0.35,9,reviewed,nn,nn
2019-11-04T10:15:11.100Z,36.231,-117.8871667,6.43,0.89,ml,15,116,0.1162,0.22,ci,ci38931351,2019-11-04T14:31:28.302Z,"12km ESE of Olancha, CA",earthquake,0.68,1.55,0.295,6,reviewed,ci,ci
2019-11-04T10:08:58.217Z,53.5387,-159.6111,41.5,2.9,ml,,,,0.61,ak,ak019e5jj62y,2019-11-04T18:30:23.522Z,"139km S of Chernabura Island, Alaska",earthquake,,10.5,,,reviewed,ak,ak
2019-11-04T10:03:49.259Z,35.71233333,-98.819,7.04,1.35,ml,22,152,0.1250754559,0.22,ok,ok2019vprj,2019-11-04T20:18:25.152Z,"7km WSW of Thomas, Oklahoma",earthquake,,0.8,0.36,6,reviewed,ok,ok
2019-11-04T09:54:15.990Z,36.1508333,-118.0735,2.75,1.21,ml,11,135,0.1801,0.16,ci,ci38931343,2019-11-04T14:32:43.307Z,"16km SSW of Olancha, CA",earthquake,0.6,2.96,0.203,13,reviewed,ci,ci
2019-11-04T09:52:25.220Z,35.6638333,-117.4833333,5.39,0.78,ml,16,133,0.06452,0.17,ci,ci38931335,2019-11-04T14:32:58.308Z,"14km SSW of Searles Valley, CA",earthquake,0.41,1.39,0.121,6,reviewed,ci,ci
2019-11-04T09:51:52.340Z,35.6645,-117.4803333,4.9,0.89,ml,16,134,0.06551,0.16,ci,ci38931319,2019-11-04T14:32:57.309Z,"13km SSW of Searles Valley, CA",earthquake,0.36,0.68,0.103,8,reviewed,ci,ci
2019-11-04T09:49:14.370Z,37.2886658,-121.7016678,10.59,1.32,md,7,160,0.03737,0.14,nc,nc73300585,2019-11-04T11:33:04.001Z,"12km E of Seven Trees, CA",earthquake,0.86,1.16,0.25,10,automatic,nc,nc
2019-11-04T09:45:50.530Z,36.4571667,-118.006,6.16,1.49,ml,15,166,0.06223,0.14,ci,ci38931311,2019-11-04T14:35:56.616Z,"16km SSE of Lone Pine, CA",earthquake,0.42,0.74,0.122,15,reviewed,ci,ci
2019-11-04T09:42:45.260Z,39.0244,-118.9189,2.1,0.8,ml,6,147.81,0.503,0.1488,nn,nn00709520,2019-11-05T02:07:47.004Z,"21km ENE of Yerington, Nevada",earthquake,,9.1,0.06,2,reviewed,nn,nn
2019-11-04T09:38:22.087Z,39.0543,-118.8929,6.9,1.1,ml,12,96.6,0.515,0.143,nn,nn00709473,2019-11-04T18:02:34.459Z,"24km ENE of Yerington, Nevada",earthquake,,6.8,0.17,8,reviewed,nn,nn
2019-11-04T09:33:32.090Z,35.25866667,-97.875,7,0.59,ml,14,99,0.0863830487,0.22,ok,ok2019vpqj,2019-11-04T20:28:52.512Z,"6km WSW of Tuttle, Oklahoma",earthquake,,0.8,0.07,3,reviewed,ok,ok
2019-11-04T09:25:51.024Z,36.7047,-116.2269,0,-0.4,ml,9,130.73,0.026,0.2078,nn,nn00709519,2019-11-05T02:07:45.567Z,"52km ESE of Beatty, Nevada",earthquake,,0,0.49,4,reviewed,nn,nn
2019-11-04T09:19:55.669Z,-25.8585,-70.7577,65.33,4.5,mb,,178,0.321,0.65,us,us700062ua,2019-11-04T09:45:03.040Z,"57km SSW of Taltal, Chile",earthquake,4.3,11.8,0.27,4,reviewed,us,us
2019-11-04T09:18:11.319Z,60.9008,-151.3436,93.2,1.3,ml,,,,0.3,ak,ak019e5izo8g,2019-11-04T09:25:09.168Z,"23km N of Nikiski, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-11-04T09:10:26.101Z,36.9157,-116.168,6.2,-0.3,ml,14,64.75,0.069,0.1491,nn,nn00709472,2019-11-04T17:56:19.232Z,"52km E of Beatty, Nevada",earthquake,,1.6,0.96,6,reviewed,nn,nn
2019-11-04T08:57:37.090Z,19.0733,-66.9203,29,2.73,md,5,314,0.9126,0.23,pr,pr2019308008,2019-11-04T11:58:27.279Z,"64km N of Isabela, Puerto Rico",earthquake,2.05,17.05,0.34,4,reviewed,pr,pr
2019-11-04T08:54:33.690Z,47.4265,-112.8466667,6.03,0.58,md,11,200,0.376,0.3,mb,mb80370734,2019-11-04T18:22:32.300Z,"53km NNW of Lincoln, Montana",earthquake,1.4,16.16,0.183,4,reviewed,mb,mb
2019-11-04T08:48:30.360Z,19.197834,-155.4291687,35.72,1.8,md,25,254,0.04952,0.09,hv,hv71215336,2019-11-04T08:51:44.570Z,"5km E of Pahala, Hawaii",earthquake,0.99,1.11,0.63,3,automatic,hv,hv
2019-11-04T08:48:00.223Z,65.8815,-147.8954,0.8,1.9,ml,,,,0.58,ak,ak019e5iknbr,2019-11-04T08:55:23.940Z,"114km N of College, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-11-04T08:38:04.610Z,35.9173333,-117.7291667,3.27,0.89,ml,18,53,0.07084,0.16,ci,ci38931303,2019-11-04T08:41:50.920Z,"16km E of Little Lake, CA",earthquake,0.27,1.13,0.081,12,automatic,ci,ci
2019-11-04T08:35:14.396Z,37.4521,-117.0697,6.4,0.7,ml,20,221.3,0.215,0.2129,nn,nn00709470,2019-11-04T17:46:59.466Z,"32km SSE of Goldfield, Nevada",earthquake,,4.1,0.34,8,reviewed,nn,nn
2019-11-04T08:33:31.260Z,37.064167,-121.5083313,5.48,1.13,md,9,90,0.04315,0.04,nc,nc73300560,2019-11-04T09:05:02.907Z,"8km NE of Gilroy, CA",earthquake,0.38,1.15,0.1,6,automatic,nc,nc
2019-11-04T08:30:50.909Z,36.17033333,-96.91883333,7.78,2.06,ml,88,38,0,0.2,ok,ok2019vpoh,2019-11-04T16:04:23.632Z,"13km ENE of Stillwater, Oklahoma",earthquake,,0.4,0.2,25,reviewed,ok,ok
2019-11-04T08:24:44.890Z,32.9635,-116.8066667,12.09,0.94,ml,31,47,0.07954,0.17,ci,ci38931295,2019-11-04T14:37:02.866Z,"5km SSW of San Diego Country Estates, CA",earthquake,0.24,0.63,0.246,16,reviewed,ci,ci
2019-11-04T08:20:31.420Z,36.0086667,-117.5056667,2.3,0.88,ml,11,136,0.1066,0.15,ci,ci38931287,2019-11-04T08:24:00.146Z,"28km NNW of Searles Valley, CA",earthquake,0.54,0.4,0.072,8,automatic,ci,ci
2019-11-04T08:14:28.390Z,35.6823333,-117.4595,6.43,0.49,ml,12,147,0.08685,0.22,ci,ci38931279,2019-11-04T14:37:18.292Z,"11km SSW of Searles Valley, CA",earthquake,0.59,1.97,0.114,7,reviewed,ci,ci
2019-11-04T08:13:05.220Z,19.0665,-66.4736,15,1.93,md,3,324,1.2365,0.1,pr,pr2019308007,2019-11-04T11:58:08.240Z,"66km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,5.05,10.01,0.26,3,reviewed,pr,pr
2019-11-04T08:03:41.980Z,63.5346,-147.2966,0,1.4,ml,,,,0.68,ak,ak019e5ib3au,2019-11-04T08:06:44.578Z,"84km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-04T07:51:49.190Z,44.7653333,-110.7858333,4.81,0.6,md,13,92,0.05148,0.13,uu,uu60348827,2019-11-04T15:40:49.050Z,"27km ENE of West Yellowstone, Montana",earthquake,0.36,0.64,0.254,6,reviewed,uu,uu
2019-11-04T07:32:18.730Z,34.2448333,-116.4276667,5.36,0.79,ml,14,136,0.05128,0.26,ci,ci38931271,2019-11-04T14:38:35.520Z,"14km N of Yucca Valley, CA",earthquake,0.62,1.36,0.131,14,reviewed,ci,ci
2019-11-04T07:32:10.350Z,35.6081667,-117.4808333,5.59,1,ml,12,112,0.01288,0.2,ci,ci38931263,2019-11-04T14:39:06.470Z,"18km E of Ridgecrest, CA",earthquake,0.49,0.58,0.259,9,reviewed,ci,ci
2019-11-04T07:31:38.751Z,63.5484,-147.3059,0,1.8,ml,,,,0.61,ak,ak019e5hvnir,2019-11-04T07:35:37.457Z,"83km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-04T07:28:02.030Z,35.6761667,-117.4908333,4.83,1.19,ml,23,132,0.07639,0.19,ci,ci38931255,2019-11-04T14:40:14.470Z,"13km SW of Searles Valley, CA",earthquake,0.34,0.62,0.201,14,reviewed,ci,ci
2019-11-04T07:27:07.901Z,66.4174,-157.0077,32.1,2.4,ml,,,,1,ak,ak019e5huqa7,2019-11-04T09:18:06.040Z,"54km S of Kobuk, Alaska",earthquake,,2.7,,,automatic,ak,ak
2019-11-04T07:20:31.196Z,61.6941,-149.4615,18.5,2,ml,,,,0.72,ak,ak019e5hta4n,2019-11-04T07:33:56.505Z,"7km NNW of Tanaina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-11-04T07:17:29.980Z,46.1111666666667,-122.353333333333,6.56,1.71,ml,23,81,,0.16,uw,uw61558607,2019-11-04T15:04:23.143Z,"23km NNE of Amboy, Washington",earthquake,0.43,0.91,0.220823221800374,9,reviewed,uw,uw
2019-11-04T07:17:12.302Z,63.531,-147.2975,0,1.4,ml,,,,0.59,ak,ak019e5hslge,2019-11-04T07:20:01.796Z,"83km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-04T07:00:08.959Z,-2.6985,140.16,34.97,4.4,mb,,81,13.469,0.42,us,us700062tf,2019-11-04T08:45:33.040Z,"47km W of Abepura, Indonesia",earthquake,12.9,5.9,0.12,20,reviewed,us,us
2019-11-04T06:57:16.080Z,61.3621,-150.3674,18,1,ml,,,,0.5,ak,ak019e5hfq2m,2019-11-04T18:24:31.533Z,"28km SW of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-11-04T06:57:12.550Z,35.6651667,-84.5213333,19.63,1.35,md,4,156,0.11,0.02,se,se60093123,2019-11-04T12:59:05.660Z,"8km NW of Sweetwater, Tennessee",earthquake,0.4,0.86,0.134,4,reviewed,se,se
2019-11-04T06:48:32.080Z,37.9016685,-122.1533356,1.04,1.62,md,9,99,0.05521,0.05,nc,nc73300555,2019-11-04T15:03:21.029Z,"4km WNW of Lafayette, CA",earthquake,0.35,7.78,0.18,8,automatic,nc,nc
2019-11-04T06:38:16.391Z,60.006,-139.5422,5.1,1.4,ml,,,,0.82,ak,ak019e5hbo7b,2019-11-04T18:24:31.050Z,"52km NNE of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2019-11-04T06:32:53.799Z,58.4369,-154.8727,6.1,0.3,ml,,,,0.2,ak,ak019e5haga9,2019-11-04T18:15:18.931Z,"107km ESE of King Salmon, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-11-04T06:32:39.180Z,19.1695004,-155.4360046,37.37,2.18,ml,14,278,0.1698,0.06,hv,hv71215041,2019-11-04T06:38:27.660Z,"6km SE of Pahala, Hawaii",earthquake,2.49,1.66,0.15,4,automatic,hv,hv
2019-11-04T06:23:41.460Z,35.8955,-117.7068333,6.01,0.35,ml,7,92,0.06953,0.11,ci,ci38931231,2019-11-04T06:27:13.412Z,"19km ESE of Little Lake, CA",earthquake,0.42,1.74,0.072,4,automatic,ci,ci
2019-11-04T06:21:55.310Z,35.8933334,-117.7076645,6.21,1.46,ml,11,90,0.0716,0.06,ci,ci38931223,2019-11-04T06:25:28.398Z,"19km ESE of Little Lake, CA",earthquake,0.44,1.14,0.613,8,automatic,ci,ci
2019-11-04T06:21:14.200Z,35.8996667,-117.715,6.09,0.56,ml,12,84,0.07119,0.15,ci,ci38931215,2019-11-04T06:25:01.785Z,"18km ESE of Little Lake, CA",earthquake,0.37,0.86,0.066,5,automatic,ci,ci
2019-11-04T06:20:09.910Z,35.9048333,-117.7468333,6.84,1.19,ml,20,65,0.07269,0.11,ci,ci38931207,2019-11-04T14:41:20.260Z,"15km ESE of Little Lake, CA",earthquake,0.2,0.47,0.228,18,reviewed,ci,ci
2019-11-04T06:19:36.350Z,37.8121667,-113.196,10.95,1.65,ml,16,47,0.1686,0.17,uu,uu60348817,2019-11-04T15:52:40.040Z,"15km WNW of Enoch, Utah",earthquake,0.41,0.82,0.409,2,reviewed,uu,uu
2019-11-04T06:16:19.820Z,19.0288,-66.539,12,2.94,md,6,291,0.5518,0.22,pr,pr2019308006,2019-11-04T07:11:33.748Z,"62km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,3.88,4.45,0.05,5,reviewed,pr,pr
2019-11-04T06:13:12.390Z,33.1146667,-116.4318333,8.35,0.68,ml,26,83,0.1431,0.19,ci,ci38931199,2019-11-04T14:41:10.995Z,"16km ENE of Julian, CA",earthquake,0.37,1.4,0.196,10,reviewed,ci,ci
2019-11-04T06:10:52.650Z,35.906,-117.748,6.24,1.5,ml,21,43,0.07123,0.14,ci,ci38931191,2019-11-04T14:42:25.190Z,"15km ESE of Little Lake, CA",earthquake,0.19,0.57,0.273,20,reviewed,ci,ci
2019-11-04T05:49:30.520Z,63.5353,-147.2927,0,1.7,ml,,,,0.64,ak,ak019e5gsmk9,2019-11-04T06:01:46.953Z,"84km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-04T05:39:07.820Z,33.02,-115.9921667,4.71,1.09,ml,38,47,0.1342,0.28,ci,ci38931167,2019-11-04T05:42:46.959Z,"19km SE of Ocotillo Wells, CA",earthquake,0.4,1.62,0.191,23,automatic,ci,ci
2019-11-04T05:36:52.680Z,19.1906662,-155.4163361,32.97,1.86,md,33,159,0.04987,0.16,hv,hv71214926,2019-11-04T05:40:11.510Z,"6km ESE of Pahala, Hawaii",earthquake,0.67,1.03,0.29,9,automatic,hv,hv
2019-11-04T05:21:03.017Z,59.9272,-153.4921,138,2.3,ml,,,,0.4,ak,ak019e5gmkcd,2019-11-04T06:37:27.040Z,"74km SW of Redoubt Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-11-04T05:20:15.660Z,35.6648333,-117.5316667,7.81,0.91,ml,15,121,0.05247,0.16,ci,ci38931159,2019-11-04T05:23:54.914Z,"14km ENE of Ridgecrest, CA",earthquake,0.37,0.87,0.216,9,automatic,ci,ci
2019-11-04T05:10:57.470Z,33.247,-116.1103333,4.01,0.82,ml,18,60,0.1031,0.27,ci,ci38931151,2019-11-04T14:47:15.535Z,"12km N of Ocotillo Wells, CA",earthquake,0.49,1.65,0.086,14,reviewed,ci,ci
2019-11-04T05:10:08.650Z,33.4808333,-115.8156667,7.69,1.77,ml,55,58,0.04265,0.2,ci,ci38931143,2019-11-04T05:21:05.730Z,"12km ESE of North Shore, CA",earthquake,0.29,0.59,0.157,27,automatic,ci,ci
2019-11-04T05:09:27.920Z,35.8528333,-117.6751667,2.65,0.45,ml,8,116,0.07316,0.18,ci,ci38931135,2019-11-04T05:13:02.729Z,"23km ESE of Little Lake, CA",earthquake,0.45,0.71,0.178,5,automatic,ci,ci
2019-11-04T05:04:57.582Z,63.5329,-147.292,0,1.4,ml,,,,0.68,ak,ak019e5gj1fi,2019-11-04T05:09:33.742Z,"84km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-04T05:01:27.432Z,63.5336,-147.297,0,1.4,ml,,,,0.72,ak,ak019e5gibye,2019-11-04T05:06:12.274Z,"83km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-04T04:56:44.889Z,-7.2988,129.1719,138.26,4.6,mb,,49,2.215,0.97,us,us700062sm,2019-11-04T05:59:37.040Z,"247km WNW of Saumlaki, Indonesia",earthquake,7.2,6.3,0.105,27,reviewed,us,us
2019-11-04T04:45:32.340Z,36.5961685,-121.2016678,7.46,2.48,md,45,66,0.02771,0.1,nc,nc73300545,2019-11-04T16:27:15.052Z,"9km NW of Pinnacles, CA",earthquake,0.23,0.51,0.19,45,automatic,nc,nc
2019-11-04T04:43:28.260Z,37.2142,-117.5154,6.3,0.1,ml,7,133.85,0.106,0.199,nn,nn00709514,2019-11-05T02:07:44.083Z,"60km SSW of Goldfield, Nevada",earthquake,,4.1,0.27,4,reviewed,nn,nn
2019-11-04T04:39:47.289Z,63.5573,-147.3157,0,2.4,ml,,,,0.77,ak,ak019e5g533o,2019-11-04T04:52:49.282Z,"83km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-04T04:39:47.280Z,19.2816,-67.4721,42,3.02,md,7,328,1.1714,0.18,pr,pr2019308005,2019-11-04T05:47:53.728Z,"95km NNW of San Antonio, Puerto Rico",earthquake,2.23,11.65,0.31,7,reviewed,pr,pr
2019-11-04T04:25:45.660Z,31.82,-116.0985,12.59,2.04,ml,20,129,0.2243,0.23,ci,ci38931095,2019-11-04T18:42:46.681Z,"46km ENE of Maneadero, B.C., MX",earthquake,0.33,0.9,0.143,26,reviewed,ci,ci
2019-11-04T04:25:21.920Z,19.271,-64.5791,40,3.69,md,10,341,1.699,0.22,pr,pr2019308004,2019-11-05T02:07:33.040Z,"83km N of Road Town, British Virgin Islands",earthquake,3.3,16.32,0.12,8,reviewed,pr,pr
2019-11-04T04:19:00.888Z,61.6554,-149.7436,24.6,2,ml,,,,0.78,ak,ak019e5g0p7p,2019-11-04T04:30:03.560Z,"4km NE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
